aid,street_address,postal_code,municipality,population,is capital area,building,description,rent,size,build_year,tax value,euromääräinen erotus,suhteellinen erotus,rental_service,url
461753,Kullervontie 1,90570,Oulu,,0,kerrostalo,2H+K,602.77,57,1990,484.2,-118.57,80.33%,VVO-kotikeskus Oulu,/vuokra-asunto/oulu/kaijonharju/kerrostalo/kaksio/461753?entryPoint=fromSearch&rentalIndex=888
436155,Savontie 23 M 115,78300,Varkaus,,0,kerrostalo,2h+k,531.47,57.5,1974,427,-104.47,80.34%,Kiinteistö Oy Egantti,/vuokra-asunto/varkaus/kommila/kerrostalo/kaksio/436155?entryPoint=fromSearch&rentalIndex=6357
483969,Eestintaival 3,02280,Espoo,,1,kerrostalo,"2 h,kk,sauna",748,50,1995,601,-147,80.35%,Realia Asuntovuokraus Helsinki,/vuokra-asunto/espoo/eestinlaakso/kerrostalo/kaksio/483969?entryPoint=fromSearch&rentalIndex=1011
481295,Hiukkavaara 5,90650,Oulu,,0,kerrostalo,2+k+parveke,500,53,1962,401.8,-98.2,80.36%,Vuokramaailma Oulu,/vuokra-asunto/oulu/hiukkavaara/kerrostalo/kaksio/481295?entryPoint=fromSearch&rentalIndex=2456
483272,Nuolikatu 9,15100,Lahti,,0,kerrostalo,"3 h, k, p",888,78,1992,713.6,-174.4,80.36%,Realia Asuntovuokraus Lahti,/vuokra-asunto/lahti/asemantausta/kerrostalo/kolmio/483272?entryPoint=fromSearch&rentalIndex=1486
482578,Savontie 18 A 6,78300,Varkaus,,0,kerrostalo,2h+k,531.3,57.5,1979,427,-104.3,80.37%,Kiinteistö Oy Egantti,/vuokra-asunto/varkaus/kommila/kerrostalo/kaksio/482578?entryPoint=fromSearch&rentalIndex=1882
484542,Vaaramentie 12,60510,Seinäjoki,,0,rivitalo,"2 h, k, s",610,49,2006,490.3,-119.7,80.38%,"SKV Kiinteistönvälitys, Seinäjoki",/vuokra-asunto/seinajoki/hyllykallio/rivitalo/kaksio/484542?entryPoint=fromSearch&rentalIndex=499
474757,Vaalantie 27,20750,Turku,,0,rivitalo,3H+K+S,791,80,1991,636,-155,80.40%,TVT Asunnot Oy,/vuokra-asunto/turku/vaala/rivitalo/kolmio/474757?entryPoint=fromSearch&rentalIndex=4397
482859,Torikatu 10 B,30100,Forssa,,0,kerrostalo,"1h,kk",430,43,1958,345.8,-84.2,80.42%,"Forssan OP-Kiinteistökeskus Oy, LKV",/vuokra-asunto/forssa/keskusta/kerrostalo/yksio/482859?entryPoint=fromSearch&rentalIndex=1729
477993,Kannintie 4 B 12,38210,Sastamala,,0,kerrostalo,3h+k,595.61,66.8,1966,479.08,-116.53,80.44%,Sastamalan Tilakeskus Liikelaitos,/vuokra-asunto/sastamala/lousaja/kerrostalo/kolmio/477993?entryPoint=fromSearch&rentalIndex=3649
480926,Rouskunkatu 19,55510,Imatra,,0,kerrostalo,1h+k,395,38,1950,317.8,-77.2,80.46%,,/vuokra-asunto/imatra/sienimaki/kerrostalo/yksio/480926?entryPoint=fromSearch&rentalIndex=2612
482552,Kaartilantie 15  C 32,57230,Savonlinna,,0,kerrostalo,2 h + kk,475,49.5,1974,382.2,-92.8,80.46%,WH-Asunnot,/vuokra-asunto/savonlinna/natki/kerrostalo/kaksio/482552?entryPoint=fromSearch&rentalIndex=1891
478460,Naattiantie 47,40520,Jyväskylä,,0,luhtitalo,2H+K+S,676.3,56,2001,544.2,-132.1,80.47%,Ovenia Isännöinti Oy,/vuokra-asunto/jyvaskyla/nenainniemi/luhtitalo/kaksio/478460?entryPoint=fromSearch&rentalIndex=3480
481144,Orivedenkatu 8,33720,Tampere,,0,kerrostalo,"2 h, kk, parveke",485.38,51,1982,390.6,-94.78,80.47%,"TOAS, Tampereen seudun opiskelija-asuntosäätiö",/vuokra-asunto/tampere/hervanta/kerrostalo/kaksio/481144?entryPoint=fromSearch&rentalIndex=2517
478468,Noljakantie 25,80140,Joensuu,,0,rivitalo,3H+K+S,848.37,74,1998,682.8,-165.57,80.48%,Ovenia Isännöinti Oy,/vuokra-asunto/joensuu/noljakka/rivitalo/kolmio/478468?entryPoint=fromSearch&rentalIndex=3483
481018,Ristinkedonkatu 33 A,24240,Salo,,0,kerrostalo,3h+k,701,82,1979,564.2,-136.8,80.49%,Newsec Asset Management  Oy,/vuokra-asunto/salo/rappula/kerrostalo/kolmio/481018?entryPoint=fromSearch&rentalIndex=2591
468003,Kauppakatu 17,30100,Forssa,,0,kerrostalo,1H+KK,360,33,1966,289.8,-70.2,80.50%,"SKV Kiinteistönvälitys, Forssa",/vuokra-asunto/forssa/kerrostalo/yksio/468003?entryPoint=fromSearch&rentalIndex=5322
482938,Muurainkuja 2,40340,Jyväskylä,,0,kerrostalo,"1h,kk",360,33,1982,289.8,-70.2,80.50%,Realia Asuntovuokraus Jyväskylä,/vuokra-asunto/jyvaskyla/kangaslampi/kerrostalo/yksio/482938?entryPoint=fromSearch&rentalIndex=1685
460780,Tampereentie 1 as 7,36200,Kangasala,,0,kerrostalo,2h+k,520,56,1952,418.6,-101.4,80.50%,,/vuokra-asunto/kangasala/keskusta/kerrostalo/kaksio/460780?entryPoint=fromSearch&rentalIndex=5769
484803,Erämiehenkatu 43 E,65370,Vaasa,,0,rivitalo,2(3)h+tpk+s,600,67.5,1979,483,-117,80.50%,Vaasan Kotijoukkue Oy,/vuokra-asunto/vaasa/ristinummi/rivitalo/kolmio/484803?entryPoint=fromSearch&rentalIndex=285
466232,Reelinkikatu 5 C,20810,Turku,,0,kerrostalo,4h + k + kph + s + khh + vh +,1048.7,95,1994,844.5,-204.2,80.53%,Vuokraturva Oy LKV [A],/vuokra-asunto/turku/majakkaranta/kerrostalo/4h/466232?entryPoint=fromSearch&rentalIndex=5463
332928,Pääskynlento 13,20610,Turku,,0,kerrostalo,3H+K+S,862.19,75.5,2001,694.35,-167.84,80.53%,YH Kodit Oy,/vuokra-asunto/turku/paaskyvuori/kerrostalo/kolmio/332928?entryPoint=fromSearch&rentalIndex=4892
474800,Paraistentie 10 as 15,20780,Kaarina,,0,kerrostalo,2h+k+sauna+vh+l.p,690,57.5,2002,555.75,-134.25,80.54%,Turun Seudun OP-Kiinteistökeskus Vuokravälitys,/vuokra-asunto/kaarina/kerrostalo/kaksio/474800?entryPoint=fromSearch&rentalIndex=4382
480785,"Lumikonkatu 2, 6 ja 7",20240,Turku,,0,kerrostalo,3H+K,617,70,1967,497,-120,80.55%,TVT Asunnot Oy,/vuokra-asunto/turku/pansio/kerrostalo/kolmio/480785?entryPoint=fromSearch&rentalIndex=2660
473185,Hennalankuja 6,40250,Jyväskylä,,0,kerrostalo,2H+KT+S,608.65,49,2000,490.3,-118.35,80.56%,Ovenia Isännöinti Oy,/vuokra-asunto/jyvaskyla/ritoniemi/kerrostalo/kaksio/473185?entryPoint=fromSearch&rentalIndex=4662
483361,Ruukintie 49 B,60100,Seinäjoki,,0,kerrostalo,"2 h, k, kph, p",530,57.5,1961,427,-103,80.57%,Sp-Koti Seinäjoen Oma Koti Oy,/vuokra-asunto/seinajoki/uppa/kerrostalo/kaksio/483361?entryPoint=fromSearch&rentalIndex=1435
430672,Pitkäkatu 52,65100,Vaasa,,0,luhtitalo,2h+k+s,656.32,54,1997,528.8,-127.52,80.57%,"Realia Isännöinti Oy, Vaasa",/vuokra-asunto/vaasa/keskusta/luhtitalo/kaksio/430672?entryPoint=fromSearch&rentalIndex=6418
483138,Tattikuja 4,33960,Pirkkala,,0,rivitalo,2H+K+S,650,63,1985,523.8,-126.2,80.58%,VVO-kotikeskus Tampere,/vuokra-asunto/pirkkala/vahajarvi/rivitalo/kaksio/483138?entryPoint=fromSearch&rentalIndex=1544
484590,Vierevänniementie 2 A 18,81100,Kontiolahti,,0,kerrostalo,2h+kt+s,680,56.5,2012,548.05,-131.95,80.60%,Joen Kotisi Oy,/vuokra-asunto/kontiolahti/keskusta/kerrostalo/kaksio/484590?entryPoint=fromSearch&rentalIndex=454
475009,Kannintie 6 B 9,38210,Sastamala,,0,kerrostalo,2h+k,508.94,54.5,1967,410.2,-98.74,80.60%,Sastamalan Tilakeskus Liikelaitos,/vuokra-asunto/sastamala/lousaja/kerrostalo/kaksio/475009?entryPoint=fromSearch&rentalIndex=4325
479512,Insinöörinkatu 82,33720,Tampere,,0,kerrostalo,3H+K+S,899.7,79.5,1994,725.15,-174.55,80.60%,Asokodit,/vuokra-asunto/tampere/hervanta/kerrostalo/kolmio/479512?entryPoint=fromSearch&rentalIndex=3108
483123,Runeberginkatu 36 A,00260,Helsinki,,1,kerrostalo,1h+k+alk+kph,800,46,1932,644.8,-155.2,80.60%,"Helsingin OPKK, Mikonkatu",/vuokra-asunto/helsinki/toolo/kerrostalo/yksio/483123?entryPoint=fromSearch&rentalIndex=1555
480630,Karhumäenkatu 11 A,55120,Imatra,,0,kerrostalo,5 h + k,700,82,1953,564.2,-135.8,80.60%,Sp-Koti Kiinteistönvälitys Mervi Honkanen Oy LKV,/vuokra-asunto/imatra/tuulikallio/kerrostalo/5h+/480630?entryPoint=fromSearch&rentalIndex=2729
428932,Ruununmaankatu 8,48200,Kotka,,0,kerrostalo,1h+kk+kph,396,32,1988,319.2,-76.8,80.61%,Kotkan Seudun Talokeskus Oy,/vuokra-asunto/kotka/hovinsaari/kerrostalo/yksio/428932?entryPoint=fromSearch&rentalIndex=6438
464311,Tähtimötie 2,02620,Espoo,,1,kerrostalo,"3 h, k, sauna",1010,74.5,1995,814.15,-195.85,80.61%,Realia Asuntovuokraus Helsinki,/vuokra-asunto/espoo/rastaspuisto/kerrostalo/kolmio/464311?entryPoint=fromSearch&rentalIndex=5589
464920,Tähtimötie 2,02620,Espoo,,1,kerrostalo,"3 h, k, sauna",1010,74.5,1995,814.15,-195.85,80.61%,Realia Asuntovuokraus Helsinki,/vuokra-asunto/espoo/rastaspuisto/kerrostalo/kolmio/464920?entryPoint=fromSearch&rentalIndex=5559
477623,Rajalantie 3,28130,Pori,,0,kerrostalo,2H+K,547,60,1974,441,-106,80.62%,VVO-kotikeskus Turku,/vuokra-asunto/pori/impola/kerrostalo/kaksio/477623?entryPoint=fromSearch&rentalIndex=3758
447782,Tavintie 11,40400,Jyväskylä,,0,kerrostalo,3H+K+S,880.33,77.5,1996,709.75,-170.58,80.62%,Ovenia Isännöinti Oy,/vuokra-asunto/jyvaskyla/halssila/kerrostalo/kolmio/447782?entryPoint=fromSearch&rentalIndex=1753
957022,Väinönkatu 8,24100,Salo,,0,kerrostalo,2H+KK+S,584.24,46.5,1999,471.05,-113.19,80.63%,YH Kodit Oy,/vuokra-asunto/salo/mokoinen/kerrostalo/kaksio/957022?entryPoint=fromSearch&rentalIndex=1393
483717,Tieteenkatu 3,33720,Tampere,,0,kerrostalo,"3h,k,s,wc,vh,p",885,78,2013,713.6,-171.4,80.63%,Realia Asuntovuokraus Tampere,/vuokra-asunto/tampere/hervanta/kerrostalo/kolmio/483717?entryPoint=fromSearch&rentalIndex=1183
483718,Tieteenkatu 3,33720,Tampere,,0,kerrostalo,"3h,k,s,wc,vh,p",885,78,2013,713.6,-171.4,80.63%,Realia Asuntovuokraus Tampere,/vuokra-asunto/tampere/hervanta/kerrostalo/kolmio/483718?entryPoint=fromSearch&rentalIndex=1184
483415,Yläportti 1 E,02210,Espoo,,1,kerrostalo,6h + k + 2 x kph + wc + s + vh,1980,182,1970,1596.8,-383.2,80.65%,Vuokraturva Oy LKV [A],/vuokra-asunto/espoo/olari/kerrostalo/5h+/483415?entryPoint=fromSearch&rentalIndex=1378
484853,Teirinpiha 2,02770,Espoo,,1,rivitalo,3H+KT+S,1047.18,78,2000,844.6,-202.58,80.65%,Ovenia Isännöinti Oy,/vuokra-asunto/espoo/muurala/rivitalo/kolmio/484853?entryPoint=fromSearch&rentalIndex=244
466279,Kannintie 2 A 9,38210,Sastamala,,0,kerrostalo,2h+k,490.5,51.9,1965,395.64,-94.86,80.66%,Sastamalan Tilakeskus Liikelaitos,/vuokra-asunto/sastamala/lousaja/kerrostalo/kaksio/466279?entryPoint=fromSearch&rentalIndex=5459
484813,Talvikkitie 5 A,01300,Vantaa,,1,kerrostalo,2h + k + kph + s + lasitettu p,950,69,2005,766.3,-183.7,80.66%,Vuokraturva Oy LKV [A],/vuokra-asunto/vantaa/tikkurila/kerrostalo/kaksio/484813?entryPoint=fromSearch&rentalIndex=279
484250,Helaraitti 13 A,33720,Tampere,,0,kerrostalo,4h+k,829.37,85,1990,669,-160.37,80.66%,VTS-kodit,/vuokra-asunto/tampere/hervanta/kerrostalo/4h/484250?entryPoint=fromSearch&rentalIndex=771
445146,Liinakonkatu 7,33580,Tampere,,0,kerrostalo,2H+K+S,698.49,58.5,2001,563.45,-135.04,80.67%,YH Kodit Oy,/vuokra-asunto/tampere/holvasti/kerrostalo/kaksio/445146?entryPoint=fromSearch&rentalIndex=6240
484568,Arolankaari 12,20900,Turku,,0,rivitalo,3h + k + s,1190,110,2013,960,-230,80.67%,Etelä-Suomen Kiinteistönvälittäjät LKV Oy,/vuokra-asunto/turku/hirvensalo/rivitalo/kolmio/484568?entryPoint=fromSearch&rentalIndex=477
484414,Polettikuja 6,90240,Oulu,,0,luhtitalo,2h+kt+poreamme+parv,560,44,2012,451.8,-108.2,80.68%,Kiinteistötahkola | Vuokra-asunnot,/vuokra-asunto/oulu/metsokangas/luhtitalo/kaksio/484414?entryPoint=fromSearch&rentalIndex=642
474954,Pesätie 22,90420,Oulu,,0,kerrostalo,1h+tpk+kh+sa,455,33,2011,367.1,-87.9,80.68%,Kiinteistötahkola | Vuokra-asunnot,/vuokra-asunto/oulu/kaakkuri/kerrostalo/yksio/474954?entryPoint=fromSearch&rentalIndex=4343
482888,Kivalterintie 23 H,00640,Helsinki,,1,kerrostalo,2h + avok + kph + vh + lasitet,850,50,1955,686,-164,80.71%,Vuokraturva Oy LKV [A],/vuokra-asunto/helsinki/oulunkyla/kerrostalo/kaksio/482888?entryPoint=fromSearch&rentalIndex=1711
482301,Kalteentie 3,00770,Helsinki,,1,kerrostalo,3h+k+p,980,80,1972,791,-189,80.71%,,/vuokra-asunto/helsinki/suurmetsa/kerrostalo/kolmio/482301?entryPoint=fromSearch&rentalIndex=2021
429342,Kappelinmäentie 5 D 34,65370,Vaasa,,0,kerrostalo,3h+k,671.24,78,1975,541.8,-129.44,80.72%,Lakea Oy,/vuokra-asunto/vaasa/ristinummi/kerrostalo/kolmio/429342?entryPoint=fromSearch&rentalIndex=6436
483283,Väylätie 43,96300,Rovaniemi,,0,kerrostalo,"2h, k, s, p",636,52,1997,513.4,-122.6,80.72%,"SKV Kiinteistönvälitys, Rovaniemi",/vuokra-asunto/rovaniemi/viirinkangas/kerrostalo/kaksio/483283?entryPoint=fromSearch&rentalIndex=1467
475363,Naattiantie 47,40520,Jyväskylä,,0,luhtitalo,2H+K+S,674.14,56,2001,544.2,-129.94,80.73%,Ovenia Isännöinti Oy,/vuokra-asunto/jyvaskyla/nenainniemi/luhtitalo/kaksio/475363?entryPoint=fromSearch&rentalIndex=4261
477316,Naattiantie 47,40520,Jyväskylä,,0,luhtitalo,2H+K+S,674.14,56,2001,544.2,-129.94,80.73%,Ovenia Isännöinti Oy,/vuokra-asunto/jyvaskyla/nenainniemi/luhtitalo/kaksio/477316?entryPoint=fromSearch&rentalIndex=3816
477058,Kingelininkatu 2,20700,Turku,,0,kerrostalo,"2 h, k, s, p",779,67,1995,628.9,-150.1,80.73%,Realia Asuntovuokraus Turku,/vuokra-asunto/turku/vahaheikkila/kerrostalo/kaksio/477058?entryPoint=fromSearch&rentalIndex=3890
474270,Raappavuorenkuja 6,01620,Vantaa,,1,kerrostalo,2h+k+parveke,740,55.5,1974,597.45,-142.55,80.74%,Martinlaakson Huolto Oy,/vuokra-asunto/vantaa/martinlaakso/kerrostalo/kaksio/474270?entryPoint=fromSearch&rentalIndex=4482
478203,Ketarantie 22 as,20100,Turku,,0,kerrostalo,3h+k+s+kph,812.29,70.5,2001,655.85,-156.44,80.74%,Turun Seudun OP-Kiinteistökeskus Vuokravälitys,/vuokra-asunto/turku/keskusta/kerrostalo/kolmio/478203?entryPoint=fromSearch&rentalIndex=3576
483817,Toppolantie 4,14700,Hämeenlinna,,0,kerrostalo,3h+k,681.39,79.5,1975,550.2,-131.19,80.75%,Hämeenlinnan Asunnot Oy,/vuokra-asunto/hameenlinna/hauhon+kirkonkyla/kerrostalo/kolmio/483817?entryPoint=fromSearch&rentalIndex=1114
480965,Kaartilantie 15 B 21,57230,Savonlinna,,0,kerrostalo,2h+k,560,62,1974,452.2,-107.8,80.75%,WH-Asunnot,/vuokra-asunto/savonlinna/natki/kerrostalo/kaksio/480965?entryPoint=fromSearch&rentalIndex=2604
482463,Puistotie 44,61800,Kauhajoki,,0,rivitalo,"Tupak, mh, ph, s, wc",560,62,1974,452.2,-107.8,80.75%,"SKV Kiinteistönvälitys, Kauhajoki",/vuokra-asunto/kauhajoki/keskusta/rivitalo/kaksio/482463?entryPoint=fromSearch&rentalIndex=1946
478990,Särkäntie 20 A 8,35300,Orivesi,,0,kerrostalo,2h+k+parv.,501,53.5,1982,404.6,-96.4,80.76%,Oriveden kaupunki/asumispalvelut,/vuokra-asunto/orivesi/orivesi/kerrostalo/kaksio/478990?entryPoint=fromSearch&rentalIndex=3288
484462,Heinämutka 10,40250,Jyväskylä,,0,kerrostalo,3H+K+S,793.04,68.5,2003,640.45,-152.59,80.76%,Ovenia Isännöinti Oy,/vuokra-asunto/jyvaskyla/heinalampi/kerrostalo/kolmio/484462?entryPoint=fromSearch&rentalIndex=572
484771,KÄRÄJÄKUJA 2 B,01510,Vantaa,,1,kerrostalo,3H+K+S+P,938,68,1994,757.6,-180.4,80.77%,Newsec Asset Management  Oy,/vuokra-asunto/vantaa/pakkala/kerrostalo/kolmio/484771?entryPoint=fromSearch&rentalIndex=332
474562,Paattipolku 4 A,26200,Rauma,,0,kerrostalo,"3h, k",650,75,1975,525,-125,80.77%,"Länsi-Suomen OP-Kiinteistökeskus Oy LKV, Rauma",/vuokra-asunto/rauma/merirauma/kerrostalo/kolmio/474562?entryPoint=fromSearch&rentalIndex=4421
478060,Murtomäentie 4-6,33470,Ylöjärvi,,0,kerrostalo,"3h, k, kph, vh, p",650,75,1975,525,-125,80.77%,Realia Asuntovuokraus Tampere,/vuokra-asunto/ylojarvi/soppeenmaki/kerrostalo/kolmio/478060?entryPoint=fromSearch&rentalIndex=3618
479539,Murtomäentie 4-6,33470,Ylöjärvi,,0,kerrostalo,"3h, k, kph, vh, p",650,75,1975,525,-125,80.77%,Realia Asuntovuokraus Tampere,/vuokra-asunto/ylojarvi/soppeenmaki/kerrostalo/kolmio/479539?entryPoint=fromSearch&rentalIndex=3093
448075,Eemelintie 9 H,40820,Jyväskylä,,0,rivitalo,4h+k+kph+sauna+parveke,820,84,1989,662.4,-157.6,80.78%,LKV Savolin Oy,/vuokra-asunto/jyvaskyla/haapaniemi/rivitalo/4h/448075?entryPoint=fromSearch&rentalIndex=6176
482790,Rantatie 19,90440,Kempele,,0,kerrostalo,4h+k+p,740,88,1962,597.8,-142.2,80.78%,Rakennusliike Hjulberg Oy,/vuokra-asunto/keminmaa/kirkonkyla/kerrostalo/4h/482790?entryPoint=fromSearch&rentalIndex=1747
458682,Saarikonkatu 2 C,40520,Jyväskylä,,0,luhtitalo,3 h + k + kph + p,740,63,1992,598.1,-141.9,80.82%,Jyväskylän Kiinteistömestarit LKV,/vuokra-asunto/jyvaskyla/kuokkalanpelto/luhtitalo/kolmio/458682?entryPoint=fromSearch&rentalIndex=5852
902016,Martinkatu 5,21200,Raisio,,0,kerrostalo,2H+K+S,687.54,57.5,1996,555.75,-131.79,80.83%,YH Kodit Oy,/vuokra-asunto/raisio/vaisaari/kerrostalo/kaksio/902016?entryPoint=fromSearch&rentalIndex=1971
480706,Turuntie 19 as,30100,Forssa,,0,kerrostalo,"2h,kk",444.99,45.5,1962,359.8,-85.19,80.86%,"Forssan OP-Kiinteistökeskus Oy, LKV",/vuokra-asunto/forssa/talsoila/kerrostalo/kaksio/480706?entryPoint=fromSearch&rentalIndex=2705
482199,Peitsikuja 15,01700,Vantaa,,1,luhtitalo,4H + K,980,72,2013,792.4,-187.6,80.86%,,/vuokra-asunto/vantaa/kivisto/luhtitalo/4h/482199?entryPoint=fromSearch&rentalIndex=2076
453237,Koukkarinkatu 2 a,20610,Turku,,0,kerrostalo,2h+k+s+p,580,65,1980,469,-111,80.86%,Turun Seudun OP-Kiinteistökeskus Vuokravälitys,/vuokra-asunto/turku/varissuo/kerrostalo/kaksio/453237?entryPoint=fromSearch&rentalIndex=6033
484796,Käräjätie 6 A,28450,Ulvila,,0,kerrostalo,2h+k+p,580,65,1981,469,-111,80.86%,OVV Asuntopalvelut | Porin Vuokrakeskus,/vuokra-asunto/ulvila/vanhakyla/kerrostalo/kaksio/484796?entryPoint=fromSearch&rentalIndex=284
481757,Laivurinkatu 4,20810,Turku,,0,kerrostalo,3h+k+s+p,930,83,1996,752.1,-177.9,80.87%,Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen),/vuokra-asunto/turku/martti/kerrostalo/kolmio/481757?entryPoint=fromSearch&rentalIndex=2261
451497,Hinaajakatu 4,15140,Lahti,,0,kerrostalo,3H+K+S,806.09,70,2001,652,-154.09,80.88%,Ovenia Isännöinti Oy,/vuokra-asunto/lahti/kartano/kerrostalo/kolmio/451497?entryPoint=fromSearch&rentalIndex=4416
349175,Åströminkatu 9 B,40530,Jyväskylä,,0,kerrostalo,4h+k+s,901,80,2008,729,-172,80.91%,Newsec Asset Management  Oy,/vuokra-asunto/jyvaskyla/keljo/kerrostalo/4h/349175?entryPoint=fromSearch&rentalIndex=1249
450992,Niinitie 52 A,15560,Nastola,,0,kerrostalo,3h+k,680,79.5,1971,550.2,-129.8,80.91%,Ovenia,/vuokra-asunto/nastola/kirkonkyla/kerrostalo/kolmio/450992?entryPoint=fromSearch&rentalIndex=6098
479669,Pitkänlahdenkatu 30 B 11,65100,Vaasa,,0,kerrostalo,4h+k+s+p,1029.45,93.5,1996,832.95,-196.5,80.91%,KOy Pikipruukki FAb,/vuokra-asunto/vaasa/voyrinkaupunki/kerrostalo/4h/479669?entryPoint=fromSearch&rentalIndex=3051
463496,Kokkakatu 2,20810,Turku,,0,kerrostalo,3H+K+S,939,84,1996,759.8,-179.2,80.92%,VVO-kotikeskus Turku,/vuokra-asunto/turku/majakkaranta/kerrostalo/kolmio/463496?entryPoint=fromSearch&rentalIndex=2014
403416,Annikintie 20,28370,Pori,,0,kerrostalo,2H+K,545,60,1978,441,-104,80.92%,VVO-kotikeskus Turku,/vuokra-asunto/pori/sampola/kerrostalo/kaksio/403416?entryPoint=fromSearch&rentalIndex=1104
484474,Muottikatu 7,90530,Oulu,,0,kerrostalo,1H+K+S,482.19,36,2009,390.2,-91.99,80.92%,Ovenia Isännöinti Oy,/vuokra-asunto/oulu/alppila/kerrostalo/yksio/484474?entryPoint=fromSearch&rentalIndex=584
484652,Kauppakatu 19 B,18100,Heinola,,0,kerrostalo,2h + k + kph + ranskalainen p,455,47,1954,368.2,-86.8,80.92%,Vuokraturva Oy LKV [A],/vuokra-asunto/heinola/keskusta/kerrostalo/kaksio/484652?entryPoint=fromSearch&rentalIndex=418
480405,Takatie 5 B 4,90440,Kempele,,0,paritalo,"4 h, k, s",900,94,1991,728.4,-171.6,80.93%,AsuntoFocus Oy LKV,/vuokra-asunto/kempele/riihivainio/paritalo/4h/480405?entryPoint=fromSearch&rentalIndex=2820
479658,Asemakatu 13 C 33,65100,Vaasa,,0,kerrostalo,2h+k+p,667.59,55.5,1994,540.35,-127.24,80.94%,KOy Pikipruukki FAb,/vuokra-asunto/vaasa/keskusta/kerrostalo/kaksio/479658?entryPoint=fromSearch&rentalIndex=3055
475882,Kyärintie 6 B,26100,Rauma,,0,kerrostalo,"2h, k",513.61,55.5,1972,415.8,-97.81,80.96%,SKV Rauma,/vuokra-asunto/rauma/lajo/kerrostalo/kaksio/475882?entryPoint=fromSearch&rentalIndex=4157
395018,Hukkasenkuja 1,90250,Oulu,,0,luhtitalo,3H+K+S,905,80.5,2001,732.85,-172.15,80.98%,Asokodit,/vuokra-asunto/oulu/hiironen/luhtitalo/kolmio/395018?entryPoint=fromSearch&rentalIndex=2983
470152,Vanha Littoistentie 75 A,20610,Turku,,0,kerrostalo,2h+k+kph+wc+p,510,55,1966,413,-97,80.98%,Turun Seudun OP-Kiinteistökeskus Vuokravälitys,/vuokra-asunto/turku/itaharju/kerrostalo/kaksio/470152?entryPoint=fromSearch&rentalIndex=5118
472741,Paukunkuja 3,61800,Kauhajoki,,0,rivitalo,"2 h, k,ph,wc",510,55,1981,413,-97,80.98%,"SKV Kiinteistönvälitys, Kauhajoki",/vuokra-asunto/kauhajoki/kauhajoki/rivitalo/kaksio/472741?entryPoint=fromSearch&rentalIndex=4770
462403,Falanderinkatu 7-11 C 6,67200,Kokkola,,0,kerrostalo,4h+k,724.25,86,1963,586.6,-137.65,80.99%,Lakea Oy,/vuokra-asunto/kokkola/kokkola/kerrostalo/4h/462403?entryPoint=fromSearch&rentalIndex=5720
482027,Puskantie 19 A 14,60100,Seinäjoki,,0,kerrostalo,3 H+K+S,804.96,70,1997,652,-152.96,81.00%,Lakea Oy,/vuokra-asunto/seinajoki/keskusta-marttila/kerrostalo/kolmio/482027?entryPoint=fromSearch&rentalIndex=2133
481441,Valtimotie 7-9,01400,Vantaa,,1,rivitalo,3H+K+S,1032,77,1999,835.9,-196.1,81.00%,Ovenia Isännöinti Oy,/vuokra-asunto/vantaa/asola/rivitalo/kolmio/481441?entryPoint=fromSearch&rentalIndex=2399
484857,Valtimotie 7-9,01400,Vantaa,,1,rivitalo,3H+K+S,1032,77,1999,835.9,-196.1,81.00%,Ovenia Isännöinti Oy,/vuokra-asunto/vantaa/asola/rivitalo/kolmio/484857?entryPoint=fromSearch&rentalIndex=248
476411,Presidentinkatu 7,21100,Naantali,,0,kerrostalo,3 H + K + SAUNA,900,80,2010,729,-171,81.00%,,/vuokra-asunto/naantali/keskusta/kerrostalo/kolmio/476411?entryPoint=fromSearch&rentalIndex=4069
427783,Piinokankatu 3,20610,Turku,,0,kerrostalo,3H+K,655,76,1977,530.6,-124.4,81.01%,TVT Asunnot Oy,/vuokra-asunto/turku/varissuo/kerrostalo/kolmio/427783?entryPoint=fromSearch&rentalIndex=6448
482618,Peltolankaari 1,90230,Oulu,,0,kerrostalo,1h+tk+s+parveke,576.72,46,1999,467.2,-109.52,81.01%,Ovenia (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen),/vuokra-asunto/oulu/peltola/kerrostalo/yksio/482618?entryPoint=fromSearch&rentalIndex=1862
482672,Alimäentie 3 as.,31600,Jokioinen,,0,rivitalo,1h+kk+s,375,35.5,1975,303.8,-71.2,81.01%,"Forssan OP-Kiinteistökeskus Oy, LKV",/vuokra-asunto/jokioinen/jokioinen/rivitalo/yksio/482672?entryPoint=fromSearch&rentalIndex=1828
456640,Keilapolku 1,01280,Vantaa,,1,kerrostalo,3H+K+S,1080,81.5,1993,875.05,-204.95,81.02%,Asokodit,/vuokra-asunto/vantaa/lansimaki/kerrostalo/kolmio/456640?entryPoint=fromSearch&rentalIndex=2065
453418,Vitikankatu 1,37120,Nokia,,0,paritalo,3h+k+s,932.85,83.5,2000,755.95,-176.9,81.04%,"Taova Oy, Tampere",/vuokra-asunto/nokia/vihola/paritalo/kolmio/453418?entryPoint=fromSearch&rentalIndex=6030
